Feature,Importance
PubchemFP499,0.002011006172669001
3d-RDF135e,0.002009488330883366
3d-P2m,0.0020085149019475317
PubchemFP194,0.0020061032393292877
JGI6,0.0020041767048535925
PubchemFP747,0.001999623922307221
ASP-6,0.0019988292201179574
3d-RDF80s,0.0019863080756666986
PubchemFP703,0.0019862307037299214
3d-TPSA,0.001984526704609204
VC-6,0.0019825485151071117
3d-RDF85v,0.001982266056899212
3d-E1e,0.00197701413968942
3d-TDB9e,0.0019756392453944447
3d-RDF50u,0.0019686091427974714
GATS8p,0.00196187690031516
GATS3v,0.001961307299170656
3d-RDF80m,0.001960186560836384
SdO,0.001959032307335019
MLFER_A,0.001957153366107975
ETA_dBeta,0.0019555691050982976
GGI6,0.001954821192674675
3d-RDF10p,0.0019547700519385574
SpMax8_Bhi,0.0019537904833285286
maxssNH,0.0019457417491039086
ETA_BetaP,0.0019457328093417106
maxsBr,0.0019448221537666183
IC4,0.0019428421352173447
nRotBt,0.0019410479414317709
SaaCH,0.0019362755320973322
GATS5v,0.001935541866948558
PubchemFP405,0.0019351817114838434
PubchemFP448,0.0019345565421564812
BIC5,0.0019339442621413134
Spe,0.001933900565042761
maxHCsatu,0.001932213520932134
ASP-5,0.0019240347220371254
PubchemFP683,0.0019234027095069962
3d-RDF50e,0.0019218847173846907
maxdsCH,0.0019173611293066654
PubchemFP419,0.0019159283255431355
maxwHBa,0.0019143938494523157
SpMin3_Bhp,0.0019118043984367704
maxHssNH,0.0019111182380796947
3d-RDF130m,0.001909773058600471
ALogp2,0.0018963624102196098
SHCsatu,0.001896051653711851
3d-RDF115v,0.0018947773002062687
3d-RDF65v,0.0018944357365213661
SHaaNH,0.001893063072726855
VE2_Dzv,0.0018911930068764014
PubchemFP37,0.0018889448225871003
SpMax5_Bhe,0.0018826501777990446
ATSC2v,0.0018820851405513066
nssssC,0.0018806836151038515
LipinskiFailures,0.0018772291702817063
ATSC1p,0.0018757089527224413
PubchemFP685,0.0018741544564040119
PubchemFP575,0.0018709727429639964
3d-RDF100v,0.0018682081066985125
3d-RDF30i,0.0018681226882530815
3d-Dp,0.001867122935588589
AMR,0.001866552365708333
PubchemFP498,0.0018643873799542392
piPC9,0.0018626656908481093
ATSC0i,0.0018605474412618853
topoRadius,0.0018601382267736683
MWC5,0.0018528065859109222
