"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL105523";"";"None";"316.32";"0";"1.21";"6";"COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"18.41";"0.35";"4.61";"4.34";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL276734";"";"None";"304.36";"0";"2.89";"7";"Nc1nc(N)c2c(CNc3cccc4ccccc34)c[nH]c2n1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"19.58";"0.35";"3.07";"5.64";"0";"CHEMBL665698";"Inhibition of Toxoplasma gondii (tc) Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128397";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL85875";"";"None";"485.95";"0";"4.73";"10i";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(F)c2)c1";"IC50";"'='";"1250.0";"nM";"5.90";"";"";"UO_0000065";"12.15";"0.24";"1.17";"4.47";"0";"CHEMBL664922";"Inhibitory activity against dihydrofolate reductase DHFR in Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134547";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL116614";"";"None";"377.24";"0";"2.97";"6b";"Cc1c(CN(C=O)c2ccc(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12";"IC50";"'='";"83.0";"nM";"7.08";"";"";"UO_0000065";"18.77";"0.39";"4.11";"6.38";"0";"CHEMBL665696";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1126886";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";""
"CHEMBL313034";"";"None";"528.01";"1";"4.61";"10e";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccc(OC)c(OC)c2)c1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"13.44";"0.26";"2.49";"4.71";"0";"CHEMBL664922";"Inhibitory activity against dihydrofolate reductase DHFR in Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134547";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL23532";"";"None";"370.41";"0";"2.14";"4a";"COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"7.4";"nM";"8.13";"";"";"UO_0000065";"21.95";"0.41";"5.99";"6.23";"0";"CHEMBL665696";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1126886";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";""
"CHEMBL17873";"";"None";"323.19";"0";"3.04";"1b";"Nc1nc(N)c2c(CNc3ccc(Cl)c(Cl)c3)c[nH]c2n1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"18.11";"0.38";"2.81";"5.54";"1";"CHEMBL664913";"Inhibition against Dihydrofolate reductase in Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129990";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL23867";"";"None";"330.39";"0";"3.26";"13a";"Cc1c(CNc2cccc3ccccc23)cnc2nc(N)nc(N)c12";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"20.04";"0.36";"3.36";"6.44";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL23416";"";"None";"314.78";"0";"2.76";"13k";"Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"23.81";"0.47";"4.73";"7.29";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL22820";"";"None";"272.33";"0";"2.68";"3";"Nc1nc(N)c2c(CSc3ccccc3)coc2n1";"IC50";"'>'";"26000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL664908";"Inhibitory activity against dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131327";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL281803";"";"None";"354.41";"0";"2.15";"13o";"COc1ccc(OC)c(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"21.31";"0.40";"5.40";"6.72";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL101908";"";"None";"322.40";"0";"2.96";"23";"Nc1nc(N)c2nc(CSc3ccc4ccccc4c3)[nH]c2n1";"IC50";"'='";"45000.0";"nM";"4.35";"";"";"UO_0000065";"13.48";"0.26";"1.39";"4.08";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL7492";"PIRITREXIM";"2.0";"325.37";"0";"2.11";"2 (PTX)";"COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"24.46";"0.45";"5.85";"7.29";"1";"CHEMBL665591";"Inhibitory concentration against Dihydrofolate reductase from Toxoplasma gondii (tg)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129937";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL102432";"";"None";"315.34";"0";"1.15";"22";"COc1ccc(OC)c(NCc2nc3c(N)nc(N)nc3[nH]2)c1";"IC50";"'='";"49000.0";"nM";"4.31";"";"";"UO_0000065";"13.67";"0.26";"3.16";"3.15";"0";"CHEMBL664911";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL342555";"";"None";"384.40";"0";"1.38";"5";"COc1cc(N(C=O)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"15.50";"0.29";"4.58";"4.30";"0";"CHEMBL665591";"Inhibitory concentration against Dihydrofolate reductase from Toxoplasma gondii (tg)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129937";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL188540";"";"None";"425.49";"0";"3.12";"8";"COc1ccc(OCCCCCC(=O)O)cc1Cc1cnc2nc(N)nc(N)c2c1C";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"20.44";"0.38";"5.58";"5.94";"0";"CHEMBL827820";"Inhibitory concentration against Toxoplasma gondii DHFR";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145152";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL310880";"";"None";"328.81";"0";"2.79";"114";"Cc1c(CN(C)c2ccc(Cl)cc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"25.14";"0.49";"5.48";"8.80";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL55656";"";"None";"333.42";"0";"3.63";"81";"Nc1nc(N)c2nc(CSc3cccc4ccccc34)ccc2n1";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"21.92";"0.42";"3.68";"8.06";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL292143";"";"None";"333.42";"0";"3.63";"82";"Nc1nc(N)c2nc(CSc3ccc4ccccc4c3)ccc2n1";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"21.95";"0.42";"3.69";"8.07";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23416";"";"None";"314.78";"0";"2.76";"18";"Cc1c(CNc2ccc(Cl)cc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"24.53";"0.48";"4.96";"7.52";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL116637";"";"None";"355.40";"0";"2.43";"96";"COc1ccc(CNc2ccc3nc(N)nc(N)c3c2)c(OC)c1OC";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"18.91";"0.35";"4.29";"5.72";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL594320";"";"None";"322.37";"0";"3.18";"4";"COc1ccccc1C(=Cc1coc2nc(=N)[nH]c(N)c12)C1CC1";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"16.56";"0.30";"2.16";"5.29";"0";"CHEMBL1038908";"Inhibition of Toxoplasma gondii DHFR in presence of saturating levels of NADPH and DHFA";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1152608";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL595757";"";"None";"326.40";"0";"3.38";"9";"COc1ccccc1C(Cc1coc2nc(N)nc(N)c12)C(C)C";"IC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"15.79";"0.29";"1.77";"5.15";"0";"CHEMBL1038908";"Inhibition of Toxoplasma gondii DHFR in presence of saturating levels of NADPH and DHFA";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1152608";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL594339";"";"None";"340.43";"0";"3.77";"13";"CCC(C)C(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC";"IC50";"'='";"15400.0";"nM";"4.81";"";"";"UO_0000065";"14.14";"0.26";"1.04";"4.80";"0";"CHEMBL1038908";"Inhibition of Toxoplasma gondii DHFR in presence of saturating levels of NADPH and DHFA";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1152608";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL293415";"";"None";"359.39";"0";"1.91";"17";"COc1cc(N(C)Cc2c[nH]c3nc(N)nc(O)c23)cc(OC)c1OC";"IC50";"'='";"37000.0";"nM";"4.43";"";"";"UO_0000065";"12.33";"0.23";"2.52";"3.73";"0";"CHEMBL664920";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134503";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL421319";"";"None";"294.31";"0";"2.15";"2a";"Nc1nc(N)c2cc(COC(=O)c3ccccc3)ccc2n1";"Relative IC50";"'='";"3.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL665611";"Relative activity against dihydrofolate reductase DHFR from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134533";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL119";"TRIMETREXATE";"4.0";"369.43";"0";"2.74";"TMQ";"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.65";"0.40";"5.26";"6.81";"1";"CHEMBL665597";"Inhibitory concentration against dihydrofolate reductase DHFR from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134533";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL279243";"";"None";"284.35";"0";"1.88";"12b";"Nc1nc(N)c2nc(CSc3ccccc3)cnc2n1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"21.50";"0.42";"4.23";"5.90";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL119";"TRIMETREXATE";"4.0";"369.43";"0";"2.74";"TMQ";"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.65";"0.40";"5.26";"6.81";"1";"CHEMBL665702";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129583";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL138252";"";"None";"286.73";"0";"2.59";"13";"Nc1nc(N)c2nc(Nc3ccc(Cl)cc3)ccc2n1";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"21.21";"0.42";"3.49";"5.92";"0";"CHEMBL661507";"Inhibitory activity against dihydrofolate reductase (DHFR) from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131172";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL431740";"";"None";"463.28";"0";"2.78";"8";"COc1c(Cl)c(-n2ccc3c4c(N)nc(N)nc4nc(=O)c-3c2)c(Cl)c(OC)c1OC";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"12.17";"0.25";"2.86";"4.02";"0";"CHEMBL665593";"Inhibitory concentration against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130385";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL286700";"";"None";"266.31";"0";"1.80";"177";"Nc1nc(N)c2cc(NCc3ccccc3)cnc2n1";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"23.60";"0.43";"4.48";"6.12";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL439973";"";"None";"425.45";"0";"1.68";"3a";"Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c12";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.92";"0.26";"4.24";"3.46";"0";"CHEMBL665599";"Inhibitory concentration against isolated Toxoplasma gondii DHFR (dihydrofolate reductase)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1133086";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";""
"CHEMBL52415";"";"None";"404.43";"0";"2.35";"7";"COc1cc(Cc2cnc(N)nc2N)cc(C#Cc2ccc(C(=O)O)cc2)c1OC";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"15.77";"0.29";"4.03";"4.77";"0";"CHEMBL665596";"Inhibitory concentration against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1147507";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL119";"TRIMETREXATE";"4.0";"369.43";"0";"2.74";"TMQ";"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.65";"0.40";"5.26";"6.81";"1";"CHEMBL665616";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase (in 90 uM dihydrofolic acid)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129539";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"1, TMP";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"19.13";"0.36";"4.29";"5.26";"1";"CHEMBL665598";"Inhibitory concentration against dihydrofolate reductase of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1149100";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL421959";"";"None";"306.37";"0";"1.75";"4";"Nc1nc(N)c2cc3c(nc2n1)CCN(Cc1ccccc1)C3";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"19.11";"0.35";"4.10";"6.23";"0";"CHEMBL665701";"Inhibitory activity against Toxoplasma gondii (tg) Dihydrofolate reductase (DHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1135650";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL279983";"";"None";"340.39";"0";"2.13";"14d";"COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.50";"0.44";"5.87";"6.60";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"Trimethoprim";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"19.18";"0.36";"4.31";"5.28";"1";"CHEMBL665589";"Inhibitory activity against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128249";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL55179";"";"None";"356.39";"0";"1.83";"55";"COc1cc(NCc2ccc3nc(N)nc(N)c3n2)cc(OC)c1OC";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"20.76";"0.39";"5.57";"5.67";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL55179";"";"None";"356.39";"0";"1.83";"55";"COc1cc(NCc2ccc3nc(N)nc(N)c3n2)cc(OC)c1OC";"IC50";"'='";"39.99";"nM";"7.40";"";"";"UO_0000065";"20.76";"0.39";"5.57";"5.67";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL415962";"";"None";"310.36";"0";"1.83";"56";"COc1ccc(N(C)Cc2ccc3nc(N)nc(N)c3n2)cc1";"IC50";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"25.12";"0.46";"5.97";"7.56";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
