"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL54733";"";"None";"266.31";"0";"1.80";"57";"Nc1nc(N)c2nc(CNc3ccccc3)ccc2n1";"IC50";"'='";"84.92";"nM";"7.07";"";"";"UO_0000065";"26.55";"0.48";"5.27";"6.88";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL54913";"";"None";"335.20";"0";"3.11";"59";"Nc1nc(N)c2nc(CNc3c(Cl)cccc3Cl)ccc2n1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"22.53";"0.47";"4.44";"7.35";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL49454";"";"None";"408.46";"0";"2.16";"21";"C#CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1";"IC50";"'='";"7.7";"nM";"8.11";"";"";"UO_0000065";"19.86";"0.37";"5.95";"6.67";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL53693";"";"None";"412.49";"0";"2.94";"22";"COc1cc(N(Cc2cnc3nc(N)nc(N)c3c2C)C(C)C)cc(OC)c1OC";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"19.82";"0.37";"5.23";"6.72";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23288";"";"None";"356.39";"0";"1.83";"24";"COc1cc(NCc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"299.92";"nM";"6.52";"";"";"UO_0000065";"18.30";"0.34";"4.69";"5.00";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL142741";"";"None";"370.41";"0";"1.85";"25";"COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"21.72";"0.41";"6.20";"6.61";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23846";"";"None";"305.34";"0";"3.15";"39";"Nc1nc(N)c2c(CNc3cccc4ccccc34)coc2n1";"IC50";"'='";"37153.52";"nM";"4.43";"";"";"UO_0000065";"14.51";"0.26";"1.28";"4.30";"1";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL23569";"";"None";"340.39";"0";"2.13";"18";"COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1";"IC50";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"24.44";"0.45";"6.19";"6.86";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL22623";"";"None";"354.41";"0";"2.15";"19";"COc1cc(OC)cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"57.94";"nM";"7.24";"";"";"UO_0000065";"20.42";"0.38";"5.09";"6.44";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL17479";"";"None";"321.41";"0";"3.57";"89";"Nc1nc(N)c2c(CSc3cccc4ccccc34)c[nH]c2n1";"IC50";"'='";"810.0";"nM";"6.09";"";"";"UO_0000065";"18.95";"0.36";"2.52";"6.51";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL299140";"";"None";"316.37";"0";"2.95";"83";"Nc1nc(N)c2nc(CNc3cccc4ccccc34)ccc2n1";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"23.98";"0.43";"4.64";"7.38";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL33208";"";"None";"356.39";"0";"1.83";"166";"COc1cc(CNc2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"18.11";"0.34";"4.63";"4.95";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL423560";"";"None";"366.43";"0";"2.08";"4";"COc1cc2c(cc1OC)N(Cc1cnc3nc(N)nc(N)c3c1C)CC2";"IC50";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"19.95";"0.37";"5.23";"6.50";"0";"CHEMBL664921";"Inhibition of Dihydrofolate Reductase of Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129938";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL26006";"";"None";"317.36";"0";"2.35";"12a";"Nc1nc(N)c2nc(CNc3cccc4ccccc34)cnc2n1";"IC50";"'='";"76.0";"nM";"7.12";"";"";"UO_0000065";"22.43";"0.41";"4.77";"6.16";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL227065";"";"None";"321.41";"0";"3.74";"1b";"Cc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12";"IC50";"'='";"160000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL889609";"Inhibition of Toxoplasma gondii DHFR";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145401";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL388120";"";"None";"354.27";"0";"4.14";"10";"CCc1c(Sc2ccc(Cl)cc2Cl)[nH]c2nc(N)nc(N)c12";"IC50";"'='";"220000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL889609";"Inhibition of Toxoplasma gondii DHFR";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145401";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL596970";"";"None";"348.43";"0";"4.35";"53";"Nc1nc(N)c2c(CSc3ccccc3-c3ccccc3)coc2n1";"IC50";"'='";"105000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL431257";"";"None";"316.32";"0";"1.21";"19";"COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1OC";"IC50";"'='";"2187.76";"nM";"5.66";"";"";"UO_0000065";"17.89";"0.34";"4.45";"4.22";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL105523";"";"None";"316.32";"0";"1.21";"22";"COc1cc(OC)c(-c2nc3c(N)nc(N)nc3[nH]2)cc1OC";"IC50";"'='";"1513.56";"nM";"5.82";"";"";"UO_0000065";"18.40";"0.35";"4.61";"4.34";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL225072";"PEMETREXED";"4.0";"427.42";"1";"0.67";"LY-231514";"Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"13.19";"0.25";"4.97";"2.95";"0";"CHEMBL664920";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134503";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL50514";"";"None";"384.44";"0";"2.16";"1a";"COc1cc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"0.85";"nM";"9.07";"";"";"UO_0000065";"23.59";"0.44";"6.91";"7.46";"1";"CHEMBL665591";"Inhibitory concentration against Dihydrofolate reductase from Toxoplasma gondii (tg)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129937";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL49246";"";"None";"319.80";"0";"3.08";"3b";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)C)c1";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"20.35";"0.40";"3.43";"6.15";"1";"CHEMBL664922";"Inhibitory activity against dihydrofolate reductase DHFR in Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134547";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL279983";"";"None";"340.39";"0";"2.13";"2c";"COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c(OC)c1";"IC50";"'='";"56.5";"nM";"7.25";"";"";"UO_0000065";"21.29";"0.40";"5.12";"5.98";"0";"CHEMBL664916";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128680";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL53693";"";"None";"412.49";"0";"2.94";"4b";"COc1cc(N(Cc2cnc3nc(N)nc(N)c3c2C)C(C)C)cc(OC)c1OC";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"19.82";"0.37";"5.23";"6.72";"0";"CHEMBL664916";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128680";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL420224";"";"None";"383.67";"0";"4.07";"7";"Cc1c(CNc2cc(Cl)c(Cl)c(Cl)c2)cnc2nc(N)nc(N)c12";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"20.64";"0.45";"3.85";"7.71";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL121683";"";"None";"357.46";"0";"2.29";"147";"CCN(CC1CCc2nc(N)nc(N)c2C1)c1cc(OC)ccc1OC";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"21.74";"0.41";"5.48";"7.81";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL137981";"";"None";"329.39";"0";"2.36";"152";"COc1ccc(Sc2ccc3nc(N)nc(N)c3n2)cc1OC";"IC50";"'='";"19.01";"nM";"7.72";"";"";"UO_0000065";"23.44";"0.46";"5.36";"7.07";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL49246";"";"None";"319.80";"0";"3.08";"4a";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)C)c1";"IC50";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"20.35";"0.40";"3.43";"6.15";"0";"CHEMBL664912";"Inhibitory concentration against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130062";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL32190";"";"None";"370.41";"0";"1.85";"167";"COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"21.20";"0.40";"6.00";"6.46";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL300603";"";"None";"349.23";"0";"3.13";"70";"CN(Cc1ccc2nc(N)nc(N)c2n1)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"21.67";"0.45";"4.44";"8.06";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL597346";"";"None";"348.43";"0";"4.35";"55";"Nc1nc(N)c2c(CSc3ccc(-c4ccccc4)cc3)coc2n1";"IC50";"'='";"79000.0";"nM";"4.10";"";"";"UO_0000065";"11.77";"0.22";"-0.25";"4.51";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL7488";"";"None";"359.43";"0";"1.88";"135";"COc1cc(NCC2CCc3nc(N)nc(N)c3C2)cc(OC)c1OC";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"20.22";"0.38";"5.39";"6.18";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL37520";"";"None";"346.39";"0";"1.87";"1b";"COc1ccc(OCCCCC(=O)O)cc1Cc1cnc(N)nc1N";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"20.09";"0.38";"5.09";"5.21";"1";"CHEMBL664919";"Inhibitory activity against Dihydrohydrofolate reductase(DHFR) of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1136782";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL119";"TRIMETREXATE";"4.0";"369.43";"0";"2.74";"Trimetrexate";"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"21.65";"0.40";"5.26";"6.81";"1";"CHEMBL664909";"Concentration inhibiting Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128717";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL80065";"";"None";"359.23";"0";"2.87";"110";"Cc1c(CNc2ccc(Br)cc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"9.499";"nM";"8.02";"";"";"UO_0000065";"22.33";"0.50";"5.15";"7.81";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL179319";"";"None";"294.36";"0";"2.13";"112";"Cc1c(CN(C)c2ccccc2)cnc2nc(N)nc(N)c12";"IC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"27.86";"0.51";"6.07";"8.73";"0";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL144563";"";"None";"401.52";"0";"4.13";"9";"Cc1c(C)c(-n2cccc2)c(C)c(C)c1NCc1cnc2nc(N)nc(N)c2c1C";"IC50";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"17.74";"0.32";"2.99";"6.62";"0";"CHEMBL664921";"Inhibition of Dihydrofolate Reductase of Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129938";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL115474";"";"None";"265.32";"0";"2.41";"2";"Nc1nc(N)c2cc(NCc3ccccc3)ccc2n1";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"24.48";"0.44";"4.08";"7.23";"0";"CHEMBL664917";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL17383";"";"None";"428.41";"1";"1.05";"1";"Nc1nc(N)c2c(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"14.37";"0.27";"5.10";"2.98";"0";"CHEMBL665600";"Inhibitory concentration for DHFR in Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1127819";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";""
"CHEMBL17453";"";"None";"328.38";"0";"1.78";"2";"COc1ccc(OC)c(N(C)Cc2c[nH]c3nc(N)nc(N)c23)c1";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"16.65";"0.31";"3.69";"4.74";"0";"CHEMBL664913";"Inhibition against Dihydrofolate reductase in Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129990";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL37696";"";"None";"332.36";"0";"1.48";"1a";"COc1ccc(OCCCC(=O)O)cc1Cc1cnc(N)nc1N";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"20.29";"0.38";"5.26";"5.05";"1";"CHEMBL664918";"Inhibitory activity against Dihydrohydrofolate reductase (DHFR) of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1136782";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL611984";"";"None";"328.44";"0";"4.28";"16";"Cc1cccc(C(C)C)c1Sc1oc2nc(N)nc(N)c2c1C";"IC50";"'='";"16200.0";"nM";"4.79";"";"";"UO_0000065";"14.59";"0.28";"0.51";"5.27";"0";"CHEMBL1073069";"Inhibition of Toxoplasma gondii DHFR at 37 degC by spectrophotometry";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1159120";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL596673";"";"None";"322.39";"0";"4.00";"7";"Cc1c(Sc2ccc3ccccc3c2)oc2nc(N)nc(N)c12";"IC50";"'>'";"12000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1073069";"Inhibition of Toxoplasma gondii DHFR at 37 degC by spectrophotometry";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1159120";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
